geom,degrade_level,query_split,similarity,template_mode,record_id,yaw_true,pitch_true,top1_yaw_pred,top1_pitch_pred,top1_yaw_err,top1_pitch_err,nearest_distance,margin,topk10_idx
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw170_pitch+060,170.0,60.0,170.0,55.0,0.0,5.0,0.0,0.0,877;1102;239;2073;1749;1746;455;1494;720;1091
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw195_pitch+045,195.0,45.0,305.0,-80.0,110.0,125.0,0.0,0.0,689;2105;720;1752;977;503;455;1746;2073;1102
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw120_pitch+075,120.0,75.0,355.0,0.0,125.0,75.0,0.0,0.0,1610;469;666;1235;1794;1028;1775;275;557;2001
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw320_pitch+020,320.0,20.0,15.0,-15.0,55.0,35.0,0.0,0.0,1526;1609;480;1937;465;120;191;346;1104;1821
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw075_pitch-025,75.0,-25.0,250.0,25.0,175.0,50.0,0.0,1e-06,169;1070;311;651;2078;1047;1481;388;1924;802
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw230_pitch-035,230.0,-35.0,230.0,-40.0,0.0,5.0,3e-06,0.0,1171;8;389;57;1947;1940;213;1816;526;1935
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw015_pitch+010,15.0,10.0,160.0,65.0,145.0,55.0,0.0,0.0,665;1578;478;602;598;1760;652;1564;1457;62
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw285_pitch-040,285.0,-40.0,0.0,-40.0,75.0,0.0,1e-06,1e-06,354;1667;1493;1359;794;1665;1689;659;1698;1380
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw145_pitch-030,145.0,-30.0,130.0,0.0,15.0,30.0,0.0,1e-06,1470;951;1040;1428;1864;1455;488;1601;587;699
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw020_pitch-060,20.0,-60.0,20.0,-55.0,0.0,5.0,0.0,0.0,1258;1154;1175;683;895;572;978;2086;1343;771
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw160_pitch-055,160.0,-55.0,25.0,-75.0,135.0,20.0,0.0,0.0,136;1811;1666;589;1303;69;302;1552;2030;1268
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw145_pitch+090,145.0,90.0,230.0,-15.0,85.0,105.0,5e-06,1.8e-05,943;1169;804;1032;1288;1259;1194;2098;1203;1801
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw060_pitch+065,60.0,65.0,60.0,25.0,0.0,40.0,1e-06,4e-06,1472;90;1971;1570;2;1089;894;981;1225;207
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw150_pitch-075,150.0,-75.0,330.0,-15.0,180.0,60.0,0.001345,0.003189,645;376;1928;1318;1342;1657;501;542;1620;1580
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw175_pitch+015,175.0,15.0,145.0,45.0,30.0,30.0,0.0,0.0,597;187;1676;740;1682;498;504;518;104;1190
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw330_pitch-055,330.0,-55.0,260.0,-85.0,70.0,30.0,0.0,0.0,1192;116;1871;1623;782;2053;1736;226;893;1282
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw325_pitch-050,325.0,-50.0,195.0,25.0,130.0,75.0,0.0,0.0,22;624;223;2056;1250;1697;1706;886;440;83
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw145_pitch-035,145.0,-35.0,145.0,-40.0,0.0,5.0,0.0,0.0,581;1708;121;1663;1227;1268;1612;302;1368;1854
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw095_pitch+005,95.0,5.0,20.0,-70.0,75.0,75.0,0.0,0.0,537;766;1178;911;332;431;97;1704;538;1826
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw020_pitch+085,20.0,85.0,100.0,-70.0,80.0,155.0,0.0,0.0,1758;284;930;1879;1009;454;1367;1781;944;2026
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw095_pitch+050,95.0,50.0,325.0,60.0,130.0,10.0,0.0,0.0,194;1717;1320;219;1725;1608;1304;307;1715;1922
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw325_pitch+055,325.0,55.0,195.0,10.0,130.0,45.0,0.0,0.0,1850;1723;315;1617;1044;1842;86;958;1571;1024
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw145_pitch+035,145.0,35.0,200.0,-65.0,55.0,100.0,0.0,0.0,1124;507;144;414;1841;1231;1613;1826;1107;137
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw285_pitch+005,285.0,5.0,270.0,-70.0,15.0,75.0,0.0,0.0,613;1431;1754;1356;1125;1981;1900;789;1270;709
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw040_pitch-005,40.0,-5.0,250.0,50.0,150.0,55.0,0.0,0.0,725;1558;629;1925;1480;1213;648;1110;1688;784
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw165_pitch-020,165.0,-20.0,330.0,-40.0,165.0,20.0,0.0,0.0,507;1124;414;144;1841;1231;1826;1704;1613;1107
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw000_pitch+040,0.0,40.0,0.0,-50.0,0.0,90.0,5e-06,0.0,639;1510;148;1035;1722;1768;600;189;1380;659
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw240_pitch+020,240.0,20.0,65.0,-45.0,175.0,65.0,2e-06,0.0,446;41;516;1016;688;1720;47;580;1216;738
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw185_pitch+000,185.0,0.0,190.0,-40.0,5.0,40.0,0.0,0.0,159;145;424;119;1495;1773;75;939;1499;477
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw295_pitch-050,295.0,-50.0,0.0,-45.0,65.0,5.0,2.2e-05,1.3e-05,148;286;1510;639;1035;822;1722;364;1768;600
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw130_pitch+050,130.0,50.0,355.0,-5.0,135.0,55.0,0.0,0.0,1084;668;1253;662;1586;715;677;634;2102;1000
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw040_pitch-090,40.0,-90.0,40.0,-25.0,0.0,65.0,1e-06,7e-06,43;259;2059;438;527;570;1242;1688;1213;1668
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw035_pitch+005,35.0,5.0,80.0,-10.0,45.0,15.0,0.0,1e-06,125;387;102;474;1142;1187;297;483;1421;1224
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw095_pitch+040,95.0,40.0,25.0,85.0,70.0,45.0,0.0,0.0,1164;1782;400;1198;1088;1532;1738;861;1079;887
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw320_pitch-055,320.0,-55.0,355.0,-90.0,35.0,35.0,0.0,0.0,113;1547;509;40;603;839;331;1003;1026;1415
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw200_pitch-030,200.0,-30.0,165.0,40.0,35.0,70.0,0.0,0.0,135;1338;1859;1761;1847;373;1503;493;638;697
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw100_pitch+075,100.0,75.0,315.0,35.0,145.0,40.0,0.0,0.0,1655;926;840;1438;468;1332;1230;1573;1936;811
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw065_pitch+075,65.0,75.0,50.0,-45.0,15.0,120.0,0.0,4e-06,1284;1214;95;1195;738;580;47;688;516;2107
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw130_pitch+055,130.0,55.0,10.0,35.0,120.0,20.0,0.0,0.0,999;892;1705;1528;1017;2033;162;66;1540;1907
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw320_pitch+075,320.0,75.0,330.0,70.0,10.0,5.0,7.5e-05,5.2e-05,1244;1669;679;750;560;237;835;1239;338;1840
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw335_pitch-085,335.0,-85.0,80.0,-80.0,105.0,5.0,0.0,7e-06,260;94;1206;818;1011;222;262;481;1516;1962
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw305_pitch+065,305.0,65.0,355.0,0.0,50.0,65.0,0.0,0.0,1610;666;469;1235;1794;1028;275;1775;557;1753
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw310_pitch+005,310.0,5.0,305.0,-20.0,5.0,25.0,1e-06,0.0,144;1613;1107;137;1124;507;414;193;731;1841
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw350_pitch-040,350.0,-40.0,285.0,0.0,65.0,40.0,0.0,0.0,1776;1341;398;3;1462;110;2025;45;1013;348
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw000_pitch+030,0.0,30.0,0.0,55.0,0.0,25.0,0.0,0.0,1768;600;1722;189;1380;659;1689;1665;1359;1493
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw015_pitch-030,15.0,-30.0,200.0,-60.0,175.0,30.0,0.0,0.0,1613;1107;137;193;731;144;1977;1124;507;1337
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw025_pitch-065,25.0,-65.0,215.0,-90.0,170.0,25.0,0.0,0.0,1351;763;1618;112;1127;657;408;1952;1587;592
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw355_pitch-085,355.0,-85.0,120.0,5.0,125.0,90.0,0.0,0.0,211;418;382;2039;1128;1024;781;1571;512;1842
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw270_pitch+035,270.0,35.0,330.0,25.0,60.0,10.0,0.0,0.0,1706;440;83;427;960;2056;624;22;774;933
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw305_pitch+025,305.0,25.0,110.0,75.0,165.0,50.0,0.0,0.0,1013;45;348;417;768;547;1462;3;1822;398
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw145_pitch+000,145.0,0.0,235.0,-35.0,90.0,35.0,1e-06,5e-06,1005;1619;1283;133;935;2016;218;1728;558;705
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw270_pitch-045,270.0,-45.0,350.0,5.0,80.0,50.0,0.0,0.0,1820;279;1344;368;412;824;552;687;654;1568
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw180_pitch-005,180.0,-5.0,350.0,80.0,170.0,85.0,0.0,0.0,1775;1028;2001;1331;50;469;1105;1610;666;1235
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw335_pitch-020,335.0,-20.0,155.0,-85.0,180.0,65.0,0.000678,0.000668,2040;361;1566;1469;1989;925;1144;1868;1862;831
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw265_pitch-090,265.0,-90.0,125.0,-55.0,140.0,35.0,0.0,0.0,1975;798;365;32;517;1628;1449;1777;1797;1085
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw110_pitch+020,110.0,20.0,205.0,-80.0,95.0,100.0,0.0,0.0,186;900;1972;1435;566;785;1061;1112;216;98
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw350_pitch+070,350.0,70.0,190.0,50.0,160.0,20.0,0.0,0.0,672;1855;1459;692;1407;1143;304;2050;115;1159
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw230_pitch-065,230.0,-65.0,245.0,-50.0,15.0,15.0,2e-06,1e-06,1276;489;937;642;1718;1306;1792;295;1901;825
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw115_pitch+065,115.0,65.0,0.0,50.0,115.0,15.0,1.9e-05,1.9e-05,286;148;1510;822;639;1035;364;1722;1768;147
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw010_pitch-080,10.0,-80.0,350.0,-75.0,20.0,5.0,0.0,0.0,1020;693;62;630;770;1853;757;1578;1958;665
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw130_pitch+030,130.0,30.0,200.0,-90.0,70.0,120.0,0.0,0.0,1223;1839;461;1487;1921;1843;1726;727;609;1661
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw215_pitch-045,215.0,-45.0,130.0,-75.0,85.0,30.0,0.0,1e-06,1079;549;1643;1088;2036;1198;1597;1164;1782;400
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw120_pitch-030,120.0,-30.0,295.0,40.0,175.0,70.0,0.0,0.0,1974;1799;1541;1022;268;393;1105;50;1331;2001
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw005_pitch+055,5.0,55.0,180.0,-50.0,175.0,105.0,0.0,0.0,1985;2022;449;1910;714;1888;1329;2037;1090;393
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw125_pitch+035,125.0,35.0,305.0,20.0,180.0,15.0,0.0,0.0,1907;1646;1528;1705;1990;1204;2044;999;892;1017
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw260_pitch+035,260.0,35.0,260.0,30.0,0.0,5.0,0.0,1e-06,1611;296;10;472;627;131;2065;1422;2095;1899
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw200_pitch+010,200.0,10.0,15.0,15.0,175.0,5.0,0.0,1e-06,1063;265;1804;759;637;1347;932;1774;2066;1521
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw275_pitch+020,275.0,20.0,350.0,-35.0,75.0,55.0,0.0,0.0,45;1013;348;417;768;1462;3;398;547;1341
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw180_pitch-070,180.0,-70.0,195.0,35.0,15.0,105.0,0.0,0.0,1000;2102;634;677;1844;280;662;1253;1408;668
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw055_pitch+070,55.0,70.0,55.0,65.0,0.0,5.0,4.8e-05,1.9e-05,618;181;1710;1780;1027;524;39;831;1862;1868
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw065_pitch-075,65.0,-75.0,240.0,80.0,175.0,155.0,2e-06,7e-06,227;1994;1814;1444;1823;1031;411;1527;1988;520
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw010_pitch-045,10.0,-45.0,310.0,40.0,60.0,85.0,0.0,0.0,888;837;21;1210;515;1719;1156;805;1533;1540
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw270_pitch+070,270.0,70.0,320.0,-40.0,50.0,110.0,0.0,0.0,1821;191;190;164;480;1526;568;1021;1609;306
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw325_pitch+090,325.0,90.0,245.0,-25.0,80.0,115.0,0.0,3e-06,1274;1724;165;2002;1062;14;553;1947;1414;448
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw150_pitch+055,150.0,55.0,170.0,-60.0,20.0,115.0,0.0,0.0,202;18;721;1355;2012;986;2108;1771;1279;2041
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw205_pitch+045,205.0,45.0,140.0,40.0,65.0,5.0,0.0,0.0,1461;816;1251;1898;1293;444;815;1741;1892;775
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw130_pitch-060,130.0,-60.0,310.0,90.0,180.0,150.0,0.0,0.0,2027;1714;1451;283;812;878;856;514;1869;1514
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw280_pitch+055,280.0,55.0,275.0,30.0,5.0,25.0,0.0,0.0,1919;1396;1166;303;1405;1201;1325;1553;514;856
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw175_pitch-035,175.0,-35.0,345.0,-65.0,170.0,30.0,0.0,0.0,1829;118;1060;1121;139;522;12;471;1036;1080
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw105_pitch+075,105.0,75.0,105.0,-30.0,0.0,105.0,0.0,0.0,1074;477;1232;755;178;75;119;424;972;810
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw340_pitch+075,340.0,75.0,70.0,-55.0,90.0,130.0,1e-05,9e-06,1424;1543;809;1908;1880;1895;1801;1203;1413;214
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw305_pitch+010,305.0,10.0,175.0,-10.0,130.0,20.0,0.0,0.0,1099;811;59;586;1936;174;1230;2081;1446;926
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw240_pitch-015,240.0,-15.0,50.0,55.0,170.0,70.0,3e-06,0.0,773;250;339;77;386;487;621;238;1434;1832
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw220_pitch-030,220.0,-30.0,335.0,-80.0,115.0,50.0,1e-06,0.0,271;1315;1117;1098;1191;1905;1077;620;2054;23
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw165_pitch+060,165.0,60.0,110.0,-75.0,55.0,135.0,0.0,0.0,1360;876;963;671;1340;1018;513;1289;370;363
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw040_pitch-065,40.0,-65.0,40.0,-70.0,0.0,5.0,1e-06,3e-06,772;1452;752;1029;1960;53;2093;1132;60;1582
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw305_pitch+015,305.0,15.0,345.0,-55.0,40.0,70.0,0.0,0.0,687;654;363;824;370;279;1289;1820;1344;368
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw335_pitch-050,335.0,-50.0,330.0,50.0,5.0,100.0,0.0,0.0,61;710;500;813;577;1281;823;1158;1007;416
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw330_pitch-090,330.0,-90.0,150.0,-65.0,180.0,25.0,0.000218,2.5e-05,2010;973;906;803;1443;2020;25;948;525;1417
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw275_pitch-015,275.0,-15.0,260.0,-90.0,15.0,75.0,0.0,0.0,669;2084;356;1800;565;1454;1631;801;17;1305
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw045_pitch-050,45.0,-50.0,45.0,-55.0,0.0,5.0,3e-06,1e-06,1413;214;166;865;443;1765;505;1948;1880;955
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw105_pitch-085,105.0,-85.0,330.0,30.0,135.0,115.0,0.0,0.0,1061;785;216;1435;1972;180;900;186;566;1741
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw300_pitch+070,300.0,70.0,355.0,5.0,55.0,65.0,0.0,0.0,316;1889;1810;318;1321;58;1151;904;171;458
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw290_pitch+005,290.0,5.0,5.0,75.0,75.0,70.0,0.0,0.0,458;753;171;904;436;1151;301;58;210;914
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw355_pitch+045,355.0,45.0,355.0,50.0,0.0,5.0,0.0,0.0,779;1471;1139;163;917;76;1856;1764;612;1944
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw085_pitch+000,85.0,0.0,165.0,20.0,80.0,20.0,1e-06,0.0,1269;335;326;156;1384;1108;198;883;881;845
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw090_pitch+015,90.0,15.0,260.0,70.0,170.0,55.0,0.0,0.0,901;1106;243;1140;819;793;64;330;1787;1896
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw155_pitch-035,155.0,-35.0,165.0,85.0,10.0,120.0,0.0,0.0,1524;987;1055;290;719;965;985;307;1304;1608
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw000_pitch-035,0.0,-35.0,115.0,50.0,115.0,85.0,1e-06,2e-06,422;1698;31;794;1667;1997;842;1955;1913;1161
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw215_pitch-075,215.0,-75.0,90.0,-5.0,125.0,70.0,0.0,0.0,1352;1222;898;1012;1662;1636;587;1959;1864;252
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw090_pitch+085,90.0,85.0,305.0,-15.0,145.0,100.0,0.0,0.0,1781;454;1009;2026;1758;284;1476;930;56;1879
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw285_pitch-035,285.0,-35.0,355.0,35.0,70.0,70.0,0.0,0.0,157;1592;1330;949;1544;847;1402;1644;1370;957
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw135_pitch-010,135.0,-10.0,25.0,-5.0,110.0,5.0,1e-06,2e-06,814;337;1645;1182;1267;63;735;867;1854;2043
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw140_pitch-015,140.0,-15.0,135.0,85.0,5.0,100.0,0.0,0.0,1226;604;783;1202;1707;806;179;1943;660;594
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw270_pitch+000,270.0,0.0,100.0,85.0,170.0,85.0,0.0,0.0,9;1545;1059;37;1958;1727;757;1853;548;475
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw245_pitch+065,245.0,65.0,230.0,60.0,15.0,5.0,7e-06,1e-06,956;734;817;1263;1740;622;632;161;342;1500
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw270_pitch-050,270.0,-50.0,340.0,55.0,70.0,105.0,0.0,0.0,889;1262;575;206;756;920;269;1915;1876;1561
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw180_pitch-090,180.0,-90.0,300.0,90.0,120.0,180.0,0.0,0.0,1449;1777;1909;1852;1091;798;1975;1494;1749;239
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw085_pitch-025,85.0,-25.0,255.0,45.0,170.0,70.0,1e-06,2.1e-05,1518;459;1294;551;51;1252;706;1525;1509;2051
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw355_pitch-045,355.0,-45.0,115.0,-35.0,120.0,10.0,0.0,2e-06,1433;2000;1807;1686;1015;1245;1968;1845;591;1735
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw000_pitch+045,0.0,45.0,0.0,50.0,0.0,5.0,6e-06,1.9e-05,286;822;364;148;147;610;1510;229;808;1298
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw050_pitch-055,50.0,-55.0,65.0,-10.0,15.0,45.0,2e-06,1e-05,529;2107;1064;1195;87;38;1284;1214;95;738
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw120_pitch+070,120.0,70.0,120.0,30.0,0.0,40.0,0.0,0.0,2017;324;1596;1694;1395;523;494;1551;1075;141
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw210_pitch+080,210.0,80.0,265.0,-15.0,55.0,95.0,0.0,0.0,1697;886;1250;762;1419;223;1931;224;1755;22
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw050_pitch-005,50.0,-5.0,240.0,50.0,170.0,55.0,1e-06,7e-06,1280;1949;664;2075;2097;1354;573;1197;1679;1349
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw070_pitch-085,70.0,-85.0,325.0,65.0,105.0,150.0,0.0,0.0,1288;1032;1194;1203;1801;804;1169;943;1895;1908
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw170_pitch-065,170.0,-65.0,130.0,-30.0,40.0,35.0,0.0,0.0,767;1861;864;1517;85;667;532;947;416;1007
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw200_pitch+000,200.0,0.0,165.0,45.0,35.0,45.0,0.0,0.0,765;1364;2007;232;277;854;160;1906;1446;2081
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw180_pitch-040,180.0,-40.0,125.0,65.0,55.0,105.0,0.0,0.0,205;391;1965;404;1041;319;293;126;821;590
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw150_pitch+010,150.0,10.0,145.0,10.0,5.0,0.0,0.004815,0.010384,1657;501;542;1342;1318;1928;645;376;1620;1580
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw330_pitch+055,330.0,55.0,205.0,0.0,125.0,55.0,0.0,0.0,1531;685;1026;748;2049;331;1640;1228;1199;509
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw150_pitch+085,150.0,85.0,225.0,-25.0,75.0,110.0,0.0,6e-06,355;559;402;1119;820;1849;101;1486;1516;481
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw100_pitch+045,100.0,45.0,335.0,-35.0,125.0,80.0,0.0,0.0,1632;345;1795;1440;576;1314;723;913;1081;1190
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw090_pitch+025,90.0,25.0,25.0,30.0,65.0,5.0,0.0,1e-06,1770;997;288;1170;1365;2076;788;1319;347;1838
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw065_pitch+070,65.0,70.0,65.0,-20.0,0.0,90.0,0.0,4e-06,41;446;516;688;1016;47;580;1720;738;95
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw180_pitch+090,180.0,90.0,175.0,40.0,5.0,50.0,0.0,0.0,1694;1596;2017;324;1474;396;670;1395;82;523
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw065_pitch-090,65.0,-90.0,240.0,90.0,175.0,180.0,0.002494,0.002497,2015;1157;1530;1627;1814;698;1994;227;1444;1823
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw280_pitch+065,280.0,65.0,10.0,-85.0,90.0,150.0,0.0,0.0,1425;1549;1205;457;843;564;1713;495;1165;264
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw280_pitch+080,280.0,80.0,275.0,70.0,5.0,10.0,0.0,0.0,1631;356;801;17;669;1305;172;244;646;353
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw040_pitch+090,40.0,90.0,40.0,-10.0,0.0,100.0,1e-06,0.0,1083;1353;30;1668;747;1389;570;527;2059;259
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw035_pitch+080,35.0,80.0,225.0,-75.0,170.0,155.0,0.0,1e-06,387;1142;125;102;474;297;1224;1187;483;1421
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw005_pitch+090,5.0,90.0,305.0,-65.0,60.0,155.0,0.0,1e-06,967;1696;2046;1317;1946;405;1678;800;1466;1929
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw345_pitch-040,345.0,-40.0,195.0,5.0,150.0,45.0,0.0,0.0,381;971;217;909;1819;1118;776;661;176;704
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw035_pitch+025,35.0,25.0,250.0,-25.0,145.0,50.0,0.0,2e-06,2068;1748;452;1911;309;1647;248;1969;1878;1265
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw115_pitch+015,115.0,15.0,15.0,25.0,100.0,10.0,0.0,0.0,737;633;1521;2066;1347;637;869;1550;265;109
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw115_pitch-025,115.0,-25.0,300.0,-35.0,175.0,10.0,0.0,0.0,1407;1143;672;1855;1459;692;304;2050;795;115
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw220_pitch+065,220.0,65.0,85.0,40.0,135.0,25.0,4e-06,4e-06,1120;1802;1475;1942;1621;74;2052;1784;1176;1113
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw330_pitch+040,330.0,40.0,270.0,-15.0,60.0,55.0,0.0,0.0,428;1789;70;1986;874;1863;979;439;1803;1464
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw170_pitch+050,170.0,50.0,180.0,-65.0,10.0,115.0,0.0,0.0,2021;1881;1322;1505;1001;761;857;1548;1229;1739
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw170_pitch+000,170.0,0.0,195.0,-75.0,25.0,75.0,0.0,1e-06,187;597;498;504;1676;518;104;1190;740;913
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw045_pitch-005,45.0,-5.0,45.0,20.0,0.0,25.0,1e-06,4e-06,1295;285;555;1652;990;496;962;1248;1957;367
G1,clean,test,zscore-neg-L2,matched-degraded,G1_yaw140_pitch+020,140.0,20.0,60.0,-20.0,80.0,40.0,0.0,0.000141,996;1483;585;1153;1489;1168;351;272;1964;420
